Tabla	Motor (Engine)	Filas Estimadas
android_docusign	DHORA	4	varchar(5)	YES		NULL
android_docusign	DUCOD	5	varchar(8)	YES	MUL	NULL
android_docusign	DUSER	6	varchar(2)	YES		NULL
android_docusign	DTIPDOC	7	varchar(3)	YES	MUL	NULL
android_docusign	DCODDOC	8	varchar(8)	YES		NULL
android_docusign	DDISPO	9	varchar(3)	YES	MUL	NULL
android_docusign	DDATADOC	10	text	YES		NULL
android_docusign	DDATABODY	11	text	YES		NULL
android_docusign	DBODYSTATE	12	text	YES		NULL
android_docusign	DSIGN	13	varchar(200)	YES		NULL
android_docusign	DOK	14	tinyint(1)	YES		NULL
android_docusign	DENT	15	tinyint(1)	YES		NULL
android_docusign	DPREPA	16	tinyint(1)	YES		NULL
android_docusign	DDISPPRE	17	varchar(3)	YES		NULL
android_docusign	DDISENT	18	varchar(3)	YES	MUL	NULL
android_docusign	DUSENT	19	varchar(2)	YES		NULL
android_docusign	DPENDI	20	tinyint(1)	YES		NULL
android_docusign	DSUS	21	tinyint(1)	YES		NULL
android_docusign	DTEXTDNI	22	varchar(111)	YES		NULL
android_docusign	DPAGO	23	varchar(111)	YES		NULL
android_paramovi	KeyID	1	bigint(20)	NO	PRI	NULL
android_paramovi	PFIRMAFOLD	2	varchar(200)	YES		NULL
android_paramovi	PEXCHFOLD	3	varchar(200)	YES		NULL
android_prevcart	KeyID	1	bigint(20)	NO	PRI	NULL
android_prevcart	PPARTE	2	varchar(9)	YES	MUL	NULL
android_prevcart	PIDOL	3	varchar(2)	YES		NULL
android_prevcart	PHORA	4	varchar(5)	YES		NULL
android_prevcart	PUCOD	5	varchar(8)	YES	UNI	NULL
android_prevcart	PUSER	6	varchar(2)	YES		NULL
android_prevcart	PDISP	7	varchar(3)	YES	MUL	NULL
android_prevcart	PART	8	varchar(7)	YES		NULL
android_prevcart	PCAN	9	decimal(18,3)	YES		NULL
android_prevcart	PPRE	10	decimal(18,5)	YES		NULL
android_prevcart	PLIS	11	varchar(2)	YES		NULL
android_prevcart	PPER	12	decimal(18,5)	YES		NULL
android_prevcart	PDES	13	varchar(50)	YES		NULL
android_prevcart	PMARK	14	tinyint(1)	YES		NULL
android_prevcart	PBULTO	15	decimal(16,10)	YES		NULL
api_configia	KeyID	1	bigint(20)	NO	PRI	NULL
api_configia	PIAURL	2	varchar(50)	YES		NULL
api_configia	PINPUTX1K	3	decimal(13,5)	YES		NULL
api_configia	POUTPUTX1K	4	decimal(13,5)	YES		NULL
api_configia	PINOURX1K	5	decimal(13,5)	YES		NULL
api_configia	POUTOURX1K	6	decimal(13,5)	YES		NULL
api_configia	PCONNURL	7	varchar(50)	YES		NULL
api_faccapi	KeyID	1	bigint(20)	NO	PRI	NULL
api_faccapi	FPARTE	2	varchar(9)	YES	MUL	NULL
api_faccapi	FIDOL	3	varchar(2)	YES		NULL
api_faccapi	FHORA	4	varchar(5)	YES		NULL
api_faccapi	FUCOD	5	varchar(8)	YES	MUL	NULL
api_faccapi	FUSER	6	varchar(2)	YES		NULL
api_faccapi	FFAC	7	varchar(8)	YES	MUL	NULL
api_faccapi	FIDAPI	8	decimal(13,0)	YES	MUL	NULL
api_facvapi	KeyID	1	bigint(20)	NO	PRI	NULL
api_facvapi	FPARTE	2	varchar(9)	YES	MUL	NULL
api_facvapi	FIDOL	3	varchar(2)	YES		NULL
api_facvapi	FHORA	4	varchar(5)	YES		NULL
api_facvapi	FUCOD	5	varchar(8)	YES	MUL	NULL
api_facvapi	FUSER	6	varchar(2)	YES		NULL
api_facvapi	FFAC	7	varchar(8)	YES	MUL	NULL
api_facvapi	FIDAPI	8	decimal(13,0)	YES	MUL	NULL
api_ianeeds	KeyID	1	bigint(20)	NO	PRI	NULL
api_ianeeds	ITABLE	2	varchar(50)	YES		NULL
api_ianeeds	ITYPE	3	varchar(1)	YES		NULL
api_ianeeds	ICOMMAND	4	varchar(700)	YES		NULL
api_paramapi	KeyID	1	bigint(20)	NO	PRI	NULL
api_paramapi	PPARTE	2	varchar(9)	YES		NULL
api_paramapi	PIDOL	3	varchar(2)	YES		NULL
api_paramapi	PHORA	4	varchar(5)	YES		NULL
api_paramapi	PUCOD	5	varchar(8)	YES		NULL
api_paramapi	PUSER	6	varchar(2)	YES		NULL
api_paramapi	PURLTEST	7	varchar(200)	YES		NULL
api_paramapi	PURLPROD	8	varchar(200)	YES		NULL
api_paramapi	PROD	9	tinyint(1)	YES		NULL
api_paramapi	PAPIKEY	10	varchar(200)	YES		NULL
api_paramapi	PWSULTMURL	11	varchar(200)	YES		NULL
api_paramapi	PWSPRECIOS	12	tinyint(1)	YES		NULL
api_paramapi	PWSXLSCODA	13	tinyint(1)	YES		NULL
api_paramapi	PCHANGEBUL	14	tinyint(1)	YES		NULL
api_paramapi	PIATOKEN	15	varchar(50)	YES		NULL
api_paramapi	PIAOK	16	tinyint(1)	YES		NULL
api_paramapi	PWSPRCOMM	17	tinyint(1)	YES		NULL
api_paramapi	PCONNECTOK	18	tinyint(1)	YES		NULL
balanza_camioter	KeyID	1	bigint(20)	NO	PRI	NULL
balanza_camioter	CCOD	2	varchar(6)	YES	MUL	NULL
balanza_camioter	CDESC	3	varchar(40)	YES		NULL
balanza_camioter	CDOM	4	varchar(10)	YES	MUL	NULL
balanza_camioter	CTARA	5	decimal(15,3)	YES		NULL
balanza_camioter	CMODE	6	varchar(15)	YES		NULL
balanza_camioter	CEJES	7	decimal(5,0)	YES		NULL
balanza_camioter	CPARTE	8	varchar(9)	YES	MUL	NULL
balanza_camioter	CFETA	9	date	YES		NULL
balanza_camioter	CDOMACO	10	varchar(10)	YES		NULL
balanza_camioter	CTRANS	11	varchar(5)	YES		NULL
balanza_camioter	CHORA	12	varchar(5)	YES		NULL
balanza_camioter	CIDOL	13	varchar(2)	YES		NULL
balanza_camioter	CUCOD	14	varchar(8)	YES	UNI	NULL
balanza_clasipes	KeyID	1	bigint(20)	NO	PRI	NULL
balanza_clasipes	CPARTE	2	varchar(9)	YES	MUL	NULL
balanza_clasipes	CIDOL	3	varchar(2)	YES		NULL
balanza_clasipes	CHORA	4	varchar(5)	YES		NULL
balanza_clasipes	CUCOD	5	varchar(8)	YES	UNI	NULL
balanza_clasipes	CUSER	6	varchar(2)	YES		NULL
balanza_clasipes	CCOD	7	varchar(5)	YES	MUL	NULL
balanza_clasipes	CDES	8	varchar(50)	YES	MUL	NULL
balanza_parabala	KeyID	1	bigint(20)	NO	PRI	NULL
balanza_parabala	PCAM	2	decimal(7,0)	YES		NULL
balanza_parabala	PCHO	3	decimal(7,0)	YES		NULL
balanza_parabala	PCLI	4	decimal(7,0)	YES		NULL
balanza_parabala	PPRO	5	decimal(7,0)	YES		NULL
balanza_parabala	PMAT	6	decimal(8,0)	YES		NULL
balanza_parabala	PFILSU	7	tinyint(1)	YES		NULL
balanza_parabala	PCATER	8	decimal(7,0)	YES		NULL
balanza_parabala	PACOPIO	9	tinyint(1)	YES		NULL
balanza_parti	KeyID	1	bigint(20)	NO	PRI	NULL
balanza_parti	PNOM	2	varchar(30)	YES		NULL
balanza_parti	PDIR	3	varchar(30)	YES		NULL
balanza_parti	PPES	4	varchar(8)	YES	MUL	NULL
balanza_parti	PPARTE	5	varchar(8)	YES	MUL	NULL
balanza_parti	PHORA	6	varchar(5)	YES		NULL
balanza_parti	PIDOL	7	varchar(2)	YES		NULL
balanza_parti	PUCOD	8	varchar(8)	YES	UNI	NULL
balanza_pesabor	KeyID	1	bigint(20)	NO	PRI	NULL
balanza_pesabor	DTOTAL	2	decimal(15,3)	YES		NULL
balanza_pesabor	DFECHA	3	date	YES	MUL	NULL
balanza_pesabor	DHORA	4	varchar(8)	YES		NULL
balanza_pesabor	DMANU	5	tinyint(1)	YES		NULL
balanza_pesabor	DIE	6	varchar(1)	YES		NULL
balanza_pesabor	DCV	7	varchar(1)	YES		NULL
balanza_pesabor	DUSER	8	varchar(2)	YES		NULL
balanza_pesabor	DPARTE	9	varchar(9)	YES	MUL	NULL
balanza_pesabor	DIDOL	10	varchar(2)	YES		NULL
balanza_pesabor	DUCOD	11	varchar(8)	YES	UNI	NULL
balanza_pesabor	DHORATRA	12	varchar(5)	YES		NULL
balanza_pesacli	KeyID	1	bigint(20)	NO	PRI	NULL
balanza_pesacli	PCOD	2	varchar(8)	YES		NULL
balanza_pesacli	PCAM	3	varchar(6)	YES		NULL
balanza_pesacli	PCHO	4	varchar(30)	YES		NULL
balanza_pesacli	PCLI	5	varchar(7)	YES		NULL
balanza_pesacli	PMAT	6	varchar(7)	YES		NULL
balanza_pesacli	PFECHA	7	date	YES		NULL
balanza_pesacli	PHORA	8	varchar(8)	YES		NULL
balanza_pesacli	PNUM	9	varchar(7)	YES		NULL
balanza_pesacli	PCANEST	10	decimal(18,2)	YES		NULL
balanza_pesacli	PBALACO	11	tinyint(1)	YES		NULL
balanza_pesacli	PCODCHO	12	varchar(6)	YES		NULL
balanza_pesacli	PDIR	13	varchar(1)	YES		NULL
balanza_pesacli	PBALPED	14	tinyint(1)	YES		NULL
balanza_pesaprov	KeyID	1	bigint(20)	NO	PRI	NULL
balanza_pesaprov	PCOD	2	varchar(8)	YES		NULL
balanza_pesaprov	PCAM	3	varchar(6)	YES		NULL
balanza_pesaprov	PCHO	4	varchar(6)	YES		NULL
balanza_pesaprov	PPRO	5	varchar(6)	YES		NULL
balanza_pesaprov	PMAT	6	varchar(7)	YES		NULL
balanza_pesaprov	PFECHA	7	date	YES		NULL
balanza_pesaprov	PHORA	8	varchar(8)	YES		NULL
balanza_pesaprov	PNUM	9	varchar(7)	YES		NULL
bancos_bancore	KeyID	1	bigint(20)	NO	PRI	NULL
bancos_bancore	BMOVI	2	varchar(2)	YES		NULL
bancos_bancore	BDEBE	3	decimal(15,2)	YES		NULL
bancos_bancore	BHABER	4	decimal(15,2)	YES		NULL
bancos_bancore	BCONCID	5	decimal(15,2)	YES		NULL
bancos_bancore	BCONCIH	6	decimal(15,2)	YES		NULL
bancos_bancore	BNOCOND	7	decimal(15,2)	YES		NULL
bancos_bancore	BNOCONH	8	decimal(15,2)	YES		NULL
bancos_cambiche	KeyID	1	bigint(20)	NO	PRI	NULL
bancos_cambiche	CCOD	2	varchar(8)	YES	MUL	NULL
bancos_cambiche	CFECHA	3	date	YES		NULL
bancos_cambiche	CPARTE	4	varchar(9)	YES		NULL
bancos_cammyche	KeyID	1	bigint(20)	NO	PRI	NULL
bancos_cammyche	CCOD	2	varchar(8)	YES	MUL	NULL
bancos_cammyche	CCHE	3	varchar(8)	YES		NULL
bancos_camvalo	KeyID	1	bigint(20)	NO	PRI	NULL
bancos_camvalo	FCOD	2	varchar(8)	YES	MUL	NULL
bancos_camvalo	FTIPO	3	varchar(1)	YES		NULL
bancos_camvalo	FTOTAL	4	decimal(15,2)	YES		NULL
bancos_camvalo	FCODREN	5	varchar(3)	YES		NULL
bancos_camvalo	FCHE	6	varchar(8)	YES		NULL
bancos_camvalo	FFECHA	7	date	YES		NULL
bancos_camvalo	FMONE	8	varchar(5)	YES		NULL
bancos_camvalo	FCUE	9	varchar(4)	YES		NULL
bancos_camvalo	FVALOMON	10	decimal(13,4)	YES		NULL
bancos_comenban	KeyID	1	bigint(20)	NO	PRI	NULL
bancos_comenban	CMOVIBAN	2	varchar(8)	YES		NULL
bancos_comenban	CDES	3	varchar(60)	YES		NULL
bancos_comenban	CPARTE	4	varchar(9)	YES	MUL	NULL
bancos_comenban	CHORA	5	varchar(5)	YES		NULL
bancos_comenban	CIDOL	6	varchar(2)	YES		NULL
bancos_comenban	CMOVCON	7	varchar(1)	YES	MUL	NULL
bancos_comenban	CCHE	8	varchar(8)	YES		NULL
bancos_confiche	KeyID	1	bigint(20)	NO	PRI	NULL
bancos_confiche	CCOD	2	decimal(5,0)	YES	MUL	NULL
bancos_confiche	CVAR	3	varchar(35)	YES		NULL
bancos_confiche	CDES	4	varchar(15)	YES		NULL
bancos_confiche	CVAL	5	varchar(15)	YES		NULL
bancos_confiche	CIMP	6	varchar(15)	YES		NULL
bancos_confiche	CY	7	decimal(5,0)	YES	MUL	NULL
bancos_confiche	CX	8	decimal(5,0)	YES		NULL
bancos_confiche	CGRANDE	9	tinyint(1)	YES		NULL
bancos_confiche	CENFA	10	tinyint(1)	YES		NULL
bancos_datosda	KeyID	1	bigint(20)	NO	PRI	NULL
bancos_datosda	DPARTE	2	varchar(9)	YES	MUL	NULL
bancos_datosda	DIDOL	3	varchar(2)	YES		NULL
bancos_datosda	DHORA	4	varchar(5)	YES		NULL
bancos_datosda	DUCOD	5	varchar(8)	YES	UNI	NULL
bancos_datosda	DUSER	6	varchar(2)	YES		NULL
bancos_datosda	DBAN	7	varchar(3)	YES	MUL	NULL
bancos_datosda	DIDEMP	8	varchar(5)	YES		NULL
bancos_datosda	DCODBAN	9	varchar(4)	YES		NULL
bancos_datosda	DCODOFI	10	varchar(4)	YES		NULL
bancos_datosda	DDIGCON	11	varchar(2)	YES		NULL
bancos_datosda	DNUMCUE	12	varchar(10)	YES		NULL
bancos_datosda	DCODSER	13	varchar(10)	YES		NULL
bancos_datosda	DDIVISA	14	varchar(3)	YES		NULL
bancos_datosda	DINDDEV	15	varchar(1)	YES		NULL
bancos_datosda	DARCHIVO	16	varchar(150)	YES		NULL
bancos_datosda	DNOMORD	17	varchar(50)	YES		NULL
bancos_datosda	DTIPCBU	18	varchar(2)	YES		NULL
bancos_perbbank	KeyID	1	bigint(20)	NO	PRI	NULL
bancos_perbbank	PBANK	2	varchar(3)	YES	MUL	NULL
bancos_perbbank	PPERI	3	varchar(6)	YES		NULL
bancos_perbbank	PPARTE	4	varchar(9)	YES	MUL	NULL
bancos_regigas	KeyID	1	bigint(20)	NO	PRI	NULL
bancos_regigas	RCUE	2	varchar(4)	YES		NULL
bancos_regigas	RMON	3	decimal(15,3)	YES		NULL
bancos_regigas	RNOGRA	4	decimal(15,3)	YES		NULL
bancos_topeban	KeyID	1	bigint(20)	NO	PRI	NULL
bancos_topeban	TBAN	2	varchar(3)	YES	MUL	NULL
bancos_topeban	TFECHA	3	date	YES		NULL
bancos_topeban	TMONTO	4	decimal(15,3)	YES		NULL
bancos_totali	KeyID	1	bigint(20)	NO	PRI	NULL
bancos_totali	TBAN	2	varchar(3)	YES		NULL
bancos_totali	TTOTAL	3	decimal(15,2)	YES		NULL
bancos_totali	TFECHA	4	date	YES		NULL
bancos_totali	TTOTAL2	5	decimal(15,2)	YES		NULL
caja_arqueint	KeyID	1	bigint(20)	NO	PRI	NULL
caja_arqueint	APARTE	2	varchar(9)	YES	MUL	NULL
caja_arqueint	AIDOL	3	varchar(2)	YES		NULL
caja_arqueint	AHORA	4	varchar(5)	YES		NULL
caja_arqueint	AUCOD	5	varchar(8)	YES	MUL	NULL
caja_arqueint	AUSER	6	varchar(2)	YES		NULL
caja_arqueint	ACODARK	7	varchar(8)	YES	MUL	NULL
caja_arqueint	ACODINT	8	varchar(8)	YES	MUL	NULL
caja_arqueint	APARINT	9	varchar(9)	YES		NULL
caja_arqueint	AHORINT	10	varchar(5)	YES		NULL
caja_arqueint	ASUC	11	varchar(2)	YES		NULL
caja_arqueint	APV	12	varchar(4)	YES		NULL
caja_arqueint	ACHECK	13	tinyint(1)	YES		NULL
caja_arqueoca	KeyID	1	bigint(20)	NO	PRI	NULL
caja_arqueoca	APARTE	2	varchar(9)	YES	MUL	NULL
caja_arqueoca	AIDOL	3	varchar(2)	YES		NULL
caja_arqueoca	AHORA	4	varchar(5)	YES		NULL
caja_arqueoca	AUCOD	5	varchar(8)	YES	MUL	NULL
caja_arqueoca	AUSER	6	varchar(2)	YES		NULL
caja_arqueoca	ASUC	7	varchar(2)	YES		NULL
caja_arqueoca	APV	8	varchar(4)	YES		NULL
caja_arqueoca	ACODINT	9	varchar(8)	YES		NULL
caja_arqueoca	ASALI	10	decimal(18,2)	YES		NULL
caja_arqueoca	AING	11	decimal(18,2)	YES		NULL
caja_arqueoca	AEGR	12	decimal(18,2)	YES		NULL
caja_arqueoca	ASALF	13	decimal(18,2)	YES		NULL
caja_arqueoca	AREAL	14	decimal(18,2)	YES		NULL
caja_arqueoca	ADIF	15	decimal(18,2)	YES		NULL
caja_arqueoca	AFECHA	16	date	YES		NULL
caja_arqueoca	ADIA	17	decimal(18,2)	YES		NULL
caja_arqueoca	AOBS	18	varchar(240)	YES		NULL
caja_arqueoca	AANTE	19	decimal(18,2)	YES		NULL
caja_arqueoca	AINFO	20	text	YES		NULL
caja_arqueoca	ATOTPEN	21	decimal(15,2)	YES		NULL
caja_arqueoca	ACHECK	22	tinyint(1)	YES		NULL
caja_arqueoca	ATOTGAS	23	decimal(15,2)	YES		NULL
caja_arquesuc	KeyID	1	bigint(20)	NO	PRI	NULL
caja_arquesuc	APARTE	2	varchar(9)	YES	MUL	NULL
caja_arquesuc	AIDOL	3	varchar(2)	YES		NULL
caja_arquesuc	AHORA	4	varchar(5)	YES		NULL
caja_arquesuc	AUCOD	5	varchar(8)	YES	MUL	NULL
caja_arquesuc	AUSER	6	varchar(2)	YES		NULL
caja_arquesuc	ASUC	7	varchar(2)	YES	MUL	NULL
caja_arquesuc	APV	8	varchar(4)	YES		NULL
caja_arquesuc	APERMI	9	tinyint(1)	YES		NULL
caja_arquesuc	AREPO	10	tinyint(1)	YES		NULL
caja_arquotro	KeyID	1	bigint(20)	NO	PRI	NULL
caja_arquotro	IPARTE	2	varchar(9)	YES	MUL	NULL
caja_arquotro	IIDOL	3	varchar(2)	YES		NULL
caja_arquotro	IHORA	4	varchar(5)	YES		NULL
caja_arquotro	IUCOD	5	varchar(8)	YES	MUL	NULL
caja_arquotro	IUSER	6	varchar(2)	YES		NULL
caja_arquotro	ISUC	7	varchar(2)	YES		NULL
caja_arquotro	IPV	8	varchar(4)	YES		NULL
caja_arquotro	ICODINT	9	varchar(8)	YES	MUL	NULL
caja_arquotro	IDESC	10	varchar(80)	YES		NULL
caja_arquotro	IMONTO	11	decimal(18,2)	YES		NULL
caja_audichf9	KeyID	1	bigint(20)	NO	PRI	NULL
caja_audichf9	APARTE	2	varchar(9)	YES	MUL	NULL
caja_audichf9	AIDOL	3	varchar(2)	YES		NULL
caja_audichf9	AHORA	4	varchar(5)	YES		NULL
caja_audichf9	AUCOD	5	varchar(8)	YES	MUL	NULL
caja_audichf9	AUSER	6	varchar(2)	YES		NULL
caja_audichf9	AFECHA	7	date	YES		NULL
caja_audichf9	ACODCHE	8	varchar(8)	YES	MUL	NULL
caja_audichf9	AOK	9	tinyint(1)	YES		NULL
caja_audichf9	ATIPDOC	10	varchar(1)	YES		NULL
caja_audichf9	ACODDOC	11	varchar(8)	YES		NULL
caja_audichf9	ACODINTE	12	varchar(8)	YES		NULL
caja_bcra	KeyID	1	bigint(20)	NO	PRI	NULL
caja_bcra	CODIGO	2	decimal(15,0)	YES		NULL
caja_bcra	DESCRIPCIO	3	varchar(48)	YES		NULL
caja_bcra	CODBAN	4	varchar(4)	YES		NULL
caja_billearq	KeyID	1	bigint(20)	NO	PRI	NULL
caja_billearq	BPARTE	2	varchar(9)	YES	MUL	NULL
caja_billearq	BIDOL	3	varchar(2)	YES		NULL
caja_billearq	BHORA	4	varchar(5)	YES		NULL
caja_billearq	BUCOD	5	varchar(8)	YES	MUL	NULL
caja_billearq	BUSER	6	varchar(2)	YES		NULL
caja_billearq	BSUC	7	varchar(2)	YES		NULL
caja_billearq	BPV	8	varchar(4)	YES		NULL
caja_billearq	BCODINT	9	varchar(8)	YES	MUL	NULL
caja_billearq	BVALOR	10	decimal(18,2)	YES		NULL
caja_billearq	BCAN	11	decimal(12,0)	YES		NULL
caja_billearq	BOTRO	12	tinyint(1)	YES		NULL
caja_billearq	BCOTI	13	decimal(18,5)	YES		NULL
caja_billearq	BMONE	14	varchar(3)	YES		NULL
caja_billemov	KeyID	1	bigint(20)	NO	PRI	NULL
caja_billemov	BPARTE	2	varchar(9)	YES	MUL	NULL
caja_billemov	BIDOL	3	varchar(2)	YES		NULL
caja_billemov	BHORA	4	varchar(5)	YES		NULL
caja_billemov	BUCOD	5	varchar(8)	YES	UNI	NULL
caja_billemov	BUSER	6	varchar(2)	YES		NULL
caja_billemov	BSUC	7	varchar(2)	YES		NULL
caja_billemov	BPV	8	varchar(4)	YES		NULL
caja_billemov	BCODINT	9	varchar(8)	YES	MUL	NULL
caja_billemov	BVALOR	10	decimal(18,2)	YES		NULL
caja_billemov	BCAN	11	decimal(12,0)	YES		NULL
caja_billemov	BOTRO	12	tinyint(1)	YES		NULL
caja_billemov	BCOTI	13	decimal(18,5)	YES		NULL
caja_billemov	BMONE	14	varchar(3)	YES		NULL
caja_billetes	KeyID	1	bigint(20)	NO	PRI	NULL
caja_billetes	BPARTE	2	varchar(9)	YES	MUL	NULL
caja_billetes	BIDOL	3	varchar(2)	YES		NULL
caja_billetes	BHORA	4	varchar(5)	YES		NULL
caja_billetes	BUCOD	5	varchar(8)	YES	UNI	NULL
caja_billetes	BUSER	6	varchar(2)	YES		NULL
caja_billetes	BVALOR	7	decimal(18,3)	YES		NULL
caja_billetes	BINTER	8	tinyint(1)	YES	MUL	NULL
caja_billetes	BOTRO	9	tinyint(1)	YES		NULL
caja_billetes	BARK	10	tinyint(1)	YES		NULL
caja_bolficha	KeyID	1	bigint(20)	NO	PRI	NULL
caja_bolficha	BPARTE	2	varchar(9)	YES	MUL	NULL
caja_bolficha	BIDOL	3	varchar(2)	YES		NULL
caja_bolficha	BHORA	4	varchar(5)	YES		NULL
caja_bolficha	BUCOD	5	varchar(8)	YES	MUL	NULL
caja_bolficha	BUSER	6	varchar(2)	YES		NULL
caja_bolficha	BBOL	7	varchar(8)	YES	MUL	NULL
caja_bolficha	BTIPO	8	varchar(2)	YES		NULL
caja_bolficha	BMON	9	varchar(5)	YES		NULL
caja_bolficha	BIE	10	varchar(1)	YES		NULL
caja_bolficha	BMONTO	11	decimal(23,2)	YES		NULL
caja_bolficha	BMOV	12	varchar(1)	YES		NULL
caja_bolficha	BCODMOV	13	varchar(8)	YES		NULL
caja_bolficha	BFECHA	14	date	YES		NULL
caja_bolsaldo	KeyID	1	bigint(20)	NO	PRI	NULL
caja_bolsaldo	BPARTE	2	varchar(9)	YES	MUL	NULL
caja_bolsaldo	BIDOL	3	varchar(2)	YES		NULL
caja_bolsaldo	BHORA	4	varchar(5)	YES		NULL
caja_bolsaldo	BUCOD	5	varchar(8)	YES	MUL	NULL
caja_bolsaldo	BUSER	6	varchar(2)	YES		NULL
caja_bolsaldo	BBOL	7	varchar(8)	YES	MUL	NULL
caja_bolsaldo	BTIPO	8	varchar(2)	YES		NULL
caja_bolsaldo	BMON	9	varchar(5)	YES		NULL
caja_bolsaldo	BSALDO	10	decimal(23,2)	YES		NULL
caja_bolsines	KeyID	1	bigint(20)	NO	PRI	NULL
caja_bolsines	BPARTE	2	varchar(9)	YES	MUL	NULL
caja_bolsines	BIDOL	3	varchar(2)	YES		NULL
caja_bolsines	BHORA	4	varchar(5)	YES		NULL
caja_bolsines	BUCOD	5	varchar(8)	YES	MUL	NULL
caja_bolsines	BUSER	6	varchar(2)	YES		NULL
caja_bolsines	BFECHA	7	date	YES	MUL	NULL
caja_bolsines	BNUM	8	varchar(12)	YES		NULL
caja_bolsines	BSALDO	9	decimal(23,2)	YES		NULL
caja_bolsines	BSTATE	10	varchar(1)	YES	MUL	NULL
caja_bolsines	BSUC	11	varchar(2)	YES		NULL
caja_bolsines	BCOLOR	12	decimal(18,0)	YES		NULL
caja_bolsines	BCODINTER	13	varchar(8)	YES	MUL	NULL
caja_bolsines	BMANUAL	14	tinyint(1)	YES		NULL
caja_bolstate	KeyID	1	bigint(20)	NO	PRI	NULL
caja_bolstate	BPARTE	2	varchar(9)	YES	MUL	NULL
caja_bolstate	BIDOL	3	varchar(2)	YES		NULL
caja_bolstate	BHORA	4	varchar(5)	YES		NULL
caja_bolstate	BUCOD	5	varchar(8)	YES	MUL	NULL
caja_bolstate	BUSER	6	varchar(2)	YES		NULL
caja_bolstate	BBOL	7	varchar(8)	YES	MUL	NULL
caja_bolstate	BFECHA	8	date	YES		NULL
caja_bolstate	BSTATE	9	varchar(1)	YES		NULL
caja_bolstate	BMOV	10	varchar(1)	YES		NULL
caja_bolstate	BCODMOV	11	varchar(8)	YES		NULL
caja_bolstate	BDESC	12	varchar(150)	YES		NULL
caja_cashdeta	KeyID	1	bigint(20)	NO	PRI	NULL
caja_cashdeta	CPARTE	2	varchar(9)	YES		NULL
caja_cashdeta	CPV	3	varchar(4)	YES		NULL
caja_cashdeta	CTIPO	4	varchar(2)	YES		NULL
caja_cashdeta	CMONTOI	5	decimal(15,2)	YES		NULL
caja_cashdeta	CMONTOE	6	decimal(15,2)	YES		NULL
caja_cashdeta	CDES	7	varchar(30)	YES		NULL
caja_cashdeta	CSUC	8	varchar(2)	YES		NULL
caja_cashdeta	CMOVI	9	varchar(2)	YES		NULL
caja_cashdeta	CMOVCON	10	varchar(1)	YES		NULL
caja_cashdeta	CMONE	11	varchar(5)	YES		NULL
caja_cashnota	KeyID	1	bigint(20)	NO	PRI	NULL
caja_cashnota	CPARTE	2	varchar(9)	YES	MUL	NULL
caja_cashnota	CIDOL	3	varchar(2)	YES		NULL
caja_cashnota	CHORA	4	varchar(5)	YES		NULL
caja_cashnota	CUCOD	5	varchar(8)	YES	UNI	NULL
caja_cashnota	CUSER	6	varchar(2)	YES		NULL
caja_cashnota	CMOVCON	7	varchar(1)	YES	MUL	NULL
caja_cashnota	CCODIMOVI	8	varchar(8)	YES		NULL
caja_cashnota	CNOTA	9	text	YES		NULL
caja_chexcuit	KeyID	1	bigint(20)	NO	PRI	NULL
caja_chexcuit	CPARTE	2	varchar(9)	YES	MUL	NULL
caja_chexcuit	CIDOL	3	varchar(2)	YES		NULL
caja_chexcuit	CHORA	4	varchar(5)	YES		NULL
caja_chexcuit	CUCOD	5	varchar(8)	YES	UNI	NULL
caja_chexcuit	CUSER	6	varchar(2)	YES		NULL
caja_chexcuit	CCUIT	7	varchar(15)	YES	MUL	NULL
caja_chexcuit	CLIMIT	8	decimal(18,2)	YES		NULL
caja_chexcuit	CMONTO	9	decimal(18,2)	YES		NULL
caja_chexcuit	CRASO	10	varchar(50)	YES		NULL
caja_clovers	KeyID	1	bigint(20)	NO	PRI	NULL
caja_clovers	CPARTE	2	varchar(9)	YES	MUL	NULL
caja_clovers	CIDOL	3	varchar(2)	YES		NULL
caja_clovers	CHORA	4	varchar(5)	YES		NULL
caja_clovers	CUCOD	5	varchar(8)	YES	MUL	NULL
caja_clovers	CUSER	6	varchar(2)	YES		NULL
caja_clovers	CDES	7	varchar(50)	YES		NULL
caja_clovers	CIP	8	varchar(100)	YES		NULL
caja_clovers	CDEVICEID	9	varchar(200)	YES	MUL	NULL
caja_clovers	CDESAC	10	tinyint(1)	YES		NULL
caja_clovnodo	KeyID	1	bigint(20)	NO	PRI	NULL
caja_clovnodo	CPARTE	2	varchar(9)	YES	MUL	NULL
caja_clovnodo	CIDOL	3	varchar(2)	YES		NULL
caja_clovnodo	CHORA	4	varchar(5)	YES		NULL
caja_clovnodo	CUCOD	5	varchar(8)	YES	MUL	NULL
caja_clovnodo	CUSER	6	varchar(2)	YES		NULL
caja_clovnodo	CCLVCOD	7	varchar(8)	YES	MUL	NULL
caja_clovnodo	CNODO	8	varchar(3)	YES	MUL	NULL
caja_clvrjson	KeyID	1	bigint(20)	NO	PRI	NULL
caja_clvrjson	CPARTE	2	varchar(9)	YES	MUL	NULL
caja_clvrjson	CUCOD	3	varchar(8)	YES		NULL
caja_clvrjson	CIDOL	4	varchar(2)	YES		NULL
caja_clvrjson	CHORA	5	varchar(5)	YES		NULL
caja_clvrjson	CCUP	6	varchar(8)	YES	MUL	NULL
